gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2440896346	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Deinococcus-Thermus:Deinococci:Thermales:Thermaceae	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae				FAMILY	Thermaceae	Thermaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4702		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.235Z		
2440896344	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Comamonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas			GENUS	Comamonas De Vos, Kersters, Falsen, Pot, Gillis, Segers & De Ley, 1985	Comamonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220118		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.178Z		
2440896342	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364105_Bacteria::Proteobacteria:Gammaproteobacteria:Methylococcales:Methylococcaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae				FAMILY	Methylococcaceae	Methylococcaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9227		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.134Z		
2440896333	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				FAMILY	Sphingomonadaceae	Sphingomonadaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8926		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.238Z		
2440896330	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Rhizorhapis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis			GENUS	Rhizorhapis Francis et al., 2014	Rhizorhapis					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8017147		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.006Z		
2440896329	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae:Xanthobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter			GENUS	Xanthobacter Wiegel et al., 1978	Xanthobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220949		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.376Z		
2440896325	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Candidatus_Nitrotoga	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae				FAMILY	Gallionellaceae	Candidatus Nitrotoga					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8930		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.146Z		TAXON_MATCH_HIGHERRANK
2440896323	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Acidobacteria:Solibacteres:Solibacterales	Bacteria	Acidobacteriota							PHYLUM	Acidobacteria	Solibacterales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													25		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.095Z		TAXON_MATCH_HIGHERRANK
2440896321	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Helicobacteraceae:Sulfurimonas	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas			GENUS	Sulfurimonas Inagaki et al., 2003	Sulfurimonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3223419		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.966Z		
2440896318	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae:Flavisolibacter	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter			GENUS	Flavisolibacter Yoon & Im, 2007	Flavisolibacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4893097		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.166Z		
2440896316	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales					ORDER	Rhodocyclales	Rhodocyclales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													651		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.465Z		
2440896314	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae:Flavisolibacter	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter			GENUS	Flavisolibacter Yoon & Im, 2007	Flavisolibacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4893097		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.296Z		
2440896307	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			GENUS	Bacillus Cohn, 1872	Bacillus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3227637		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.142Z		
2440896298	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Ignavibacteriae:Ignavibacteria:Ignavibacteriales	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales					ORDER	Ignavibacteriales	Ignavibacteriales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8087382		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.442Z		
2440896295	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae::Flavobacteriaceae_bacterium_RB5-M2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				FAMILY	Flavobacteriaceae	Flavobacteriaceae bacterium_RB5-M2					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8099		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.475Z		
2440896292	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae:Flavihumibacter	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter			GENUS	Flavihumibacter Zhang et al., 2010	Flavihumibacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7640740		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.161Z		
2440896291	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Tenericutes:Mollicutes	Bacteria	Firmicutes	Bacilli						CLASS	Mollicutes	Mollicutes					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													172		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.875Z		
2440896287	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae				FAMILY	Chitinophagaceae	Chitinophagaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4903787		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.039Z		
2440896286	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Erysipelothrix	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix			GENUS	Erysipelothrix Rosenbach, 1909	Erysipelothrix					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3226081		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.416Z		
2440896284	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			GENUS	Pseudomonas Migula, 1894	Pseudomonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3219881		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.999Z		
2440896280	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Polaromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas			GENUS	Polaromonas Irgens et al., 1996	Polaromonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220095		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.290Z		
2440896278	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Oxalobacter:Oxalobacter_formigenes	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter formigenes		SPECIES	Oxalobacter formigenes_B	Oxalobacter formigenes					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10676870	10676870	MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.345Z		
2440896275	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Actinobacteria:Actinobacteria:Micromonosporales:Micromonosporaceae	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae				FAMILY	Micromonosporaceae	Micromonosporaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3838		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.130Z		
2440896274	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Simplicispira:Simplicispira_psychrophila	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Simplicispira psychrophila		SPECIES	Simplicispira psychrophila (Terasaki, 1973) Grabovich et al., 2006	Simplicispira psychrophila					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220100	3220100	MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.370Z		
2440896272	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales					ORDER	Nitrosomonadales	Nitrosomonadales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													1381		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.456Z		
2440896269	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Acidobacteria	Bacteria	Acidobacteriota							PHYLUM	Acidobacteria	Acidobacteria					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													25		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.184Z		
2440896267	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Fibrobacteres:Fibrobacteria:Fibrobacterales:Fibrobacteraceae	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae				FAMILY	Fibrobacteraceae	Fibrobacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4703		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.353Z		
2440896265	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria:::::::bacterium_K2-91B	Bacteria								KINGDOM	Bacteria	bacterium K2-91B					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.180Z		TAXON_MATCH_HIGHERRANK
2440896264	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfoprunum	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae				FAMILY	Desulfobulbaceae	Desulfoprunum					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8936		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.380Z		TAXON_MATCH_HIGHERRANK
2440896259	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Neisseriales:Neisseriaceae:Rivicola	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Rivicola			GENUS	Rivicola Sheu et al., 2014	Rivicola					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8124616		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.960Z		
2440896256	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Proteobacteria:Deltaproteobacteria:Syntrophobacterales:Syntrophobacteraceae:Syntrophobacter	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter			GENUS	Syntrophobacter Boone & Bryant, 1984	Syntrophobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220384		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.438Z		
2440896254	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae				FAMILY	Erysipelotrichaceae	Erysipelotrichaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													6247		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.133Z		
2440896253	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Fusobacteria:Fusobacteriia:Fusobacteriales:Leptotrichiaceae	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae				FAMILY	Leptotrichiaceae	Leptotrichiaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4899467		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.319Z		
2440896249	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			GENUS	Bacillus Cohn, 1872	Bacillus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3227637		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.328Z		
2440896248	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae				FAMILY	Rikenellaceae	Rikenellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3852		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.921Z		
2440896245	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Chlorobi:Chlorobia:Chlorobiales:Chlorobiaceae:Chlorobium	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium			GENUS	Chlorobium Nadson, 1906	Chlorobium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3225928		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.366Z		
2440896243	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			GENUS	Pseudomonas Migula, 1894	Pseudomonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3219881		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.064Z		
2440896241	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Actinobacteria:Rubrobacteria:Gaiellales	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales					ORDER	Gaiellales	Gaiellales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8162388		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05Z		
2440896240	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae				FAMILY	Prevotellaceae	Prevotellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8097		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.958Z		
2440896239	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae	Bacteria	Firmicutes_A	Clostridia	Christensenellales	Christensenellaceae				FAMILY	Christensenellaceae	Christensenellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7825349		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.914Z		
2440896230	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Hymenobacteraceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae				FAMILY	Hymenobacteraceae	Hymenobacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9954289		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.319Z		
2440896229	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cytophagaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae				FAMILY	Cytophagaceae	Cytophagaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3237749		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.234Z		
2440896223	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Sandaracinobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter			GENUS	Sandaracinobacter Yurkov et al., 1997	Sandaracinobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3221409		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.219Z		
2440896222	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Sterolibacteriaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sterolibacteriaceae				FAMILY	Sterolibacteriaceae	Sterolibacteriaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10940105		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.983Z		
2440896220	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Bacteroidetes:Sphingobacteriia:Sphingobacteriales	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales					ORDER	Sphingobacteriales	Sphingobacteriales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													1204		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.383Z		
2440896219	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Actinobacteria:Actinobacteria	Bacteria	Actinobacteriota							PHYLUM	Actinobacteriota	Actinobacteria					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10813635		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.012Z		TAXON_MATCH_HIGHERRANK
2440896218	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales:Hyphomonadaceae:Hirschia	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia			GENUS	Hirschia Schlesner et al., 1990	Hirschia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3221199		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.136Z		
2440896217	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cytophagaceae:Emticicia	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia			GENUS	Emticicia Saha & Chakrabarti, 2006	Emticicia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3228870		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.106Z		
2440896214	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Hypnocyclicus	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Hypnocyclicus			GENUS	Hypnocyclicus Roalkvam et al., 2015	Hypnocyclicus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9045455		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.013Z		
2440896210	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Acidobacteria:Solibacteres:Solibacterales:Bryobacteraceae:Paludibaculum	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Paludibaculum			GENUS	Paludibaculum Kulichevskaya et al., 2014	Paludibaculum					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8158623		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.280Z		
2440896208	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Alphaproteobacteria:Caulobacterales:Caulobacteraceae:Phenylobacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium			GENUS	Phenylobacterium Lingens et al., 1985	Phenylobacterium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9571613		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.280Z		
2440896202	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Acidobacteria:Blastocatellia	Bacteria	Acidobacteriota	Blastocatellia						CLASS	Blastocatellia	Blastocatellia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10753873		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.979Z		
2440896199	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Chloroflexi:Dehalococcoidia:Dehalococcoidales	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales					ORDER	Dehalococcoidales	Dehalococcoidales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10767049		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.053Z		
2440896197	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Proteobacteria:Deltaproteobacteria:Myxococcales:Phaselicystidaceae:Phaselicystis	Bacteria	Myxococcota	Myxococcia	Myxococcales	Phaselicystidaceae	Phaselicystis			GENUS	Phaselicystis Garcia et al., 2009	Phaselicystis					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8354269		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.165Z		
2440896190	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Acidobacteria:Holophagae	Bacteria	Acidobacteriota	Holophagae						CLASS	Holophagae	Holophagae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7547422		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.419Z		
2440896185	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364106_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Paracoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus			GENUS	Paracoccus Davis, 1969	Paracoccus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3221219		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.434Z		
2440896182	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364107_Bacteria::Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			GENUS	Pseudomonas Migula, 1894	Pseudomonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3219881		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.968Z		
2440896181	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364105_Bacteria::Chloroflexi:Ardenticatenia:Ardenticatenales:Ardenticatenaceae	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae				FAMILY	Ardenticatenaceae	Ardenticatenaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8987340		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.967Z		
