gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2440902242	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Acidobacteria:Acidobacteriia	Bacteria	Acidobacteriota	Acidobacteriae						CLASS	Acidobacteriia	Acidobacteriia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													11020168		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.406Z		
2440902210	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Luteolibacter	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter			GENUS	Luteolibacter Yoon et al., 2008	Luteolibacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4575424		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.226Z		
2440901775	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales					ORDER	Rhodocyclales	Rhodocyclales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													651		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.958Z		
2440901765	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae				FAMILY	Gallionellaceae	Gallionellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8930		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.103Z		
2440901743	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae:Methylotenera	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera			GENUS	Methylotenera Kalyuzhnaya et al., 2006	Methylotenera					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4895262		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.228Z		
2440901697	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Deltaproteobacteria	Bacteria	Proteobacteria							PHYLUM	Proteobacteria	Deltaproteobacteria					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													111		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.333Z		TAXON_MATCH_HIGHERRANK
2440901363	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::candidate_division_Zixibacteria	Bacteria								KINGDOM	Bacteria	candidate division_Zixibacteria					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.284Z		TAXON_MATCH_HIGHERRANK
2440901179	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Methylococcales:Methylococcaceae:Methyloprofundus	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus			GENUS	Methyloprofundus Tavormina et al., 2015	Methyloprofundus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7815063		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.334Z		
2440901085	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Caulobacterales:Caulobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae				FAMILY	Caulobacteraceae	Caulobacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4723		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.419Z		
2440900969	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae:Gallionella	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella			GENUS	Gallionella Ehrenberg, 1838	Gallionella					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7681738		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.473Z		
2440900967	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Deltaproteobacteria:Syntrophobacterales	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales					ORDER	Syntrophobacterales	Syntrophobacterales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													656		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.440Z		
2440900965	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Flavobacterium:Flavobacterium_sp._W2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium			GENUS	Flavobacterium Bergey et al., 1923	Flavobacterium sp._W2					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3221328		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.194Z		TAXON_MATCH_HIGHERRANK
2440900836	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Bacteroidetes:Bacteroidia:Marinilabiliales:Prolixibacteraceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae				FAMILY	Prolixibacteraceae	Prolixibacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9190809		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.332Z		
2440900820	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hydrogenophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga			GENUS	Hydrogenophaga Willems et al., 1989	Hydrogenophaga					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220160		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.376Z		
2440900755	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Flavobacterium	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium			GENUS	Flavobacterium Bergey et al., 1923	Flavobacterium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3221328		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.432Z		
2440900735	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae				FAMILY	Chitinophagaceae	Chitinophagaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4903787		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.172Z		
2440900703	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales::Ideonella:Ideonella_sp.	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella			GENUS	Ideonella Malmqvist et al., 1994	Ideonella sp.					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220025		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.028Z		
2440900666	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae				FAMILY	Gallionellaceae	Gallionellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8930		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.483Z		
2440900656	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae:Ferribacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Ferribacterium			GENUS	Ferribacterium Cummings et al., 2000	Ferribacterium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220318		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.449Z		
2440900514	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Collimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas			GENUS	Collimonas de Boer et al., 2004	Collimonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3219882		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.111Z		
2440900446	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfurivibrio	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae				FAMILY	Desulfobulbaceae	Desulfurivibrio					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8936		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.432Z		TAXON_MATCH_HIGHERRANK
2440900444	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Rickettsiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales					ORDER	Rickettsiales	Rickettsiales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													646		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.875Z		
2440900435	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Helicobacteraceae:Sulfuricurvum	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum			GENUS	Sulfuricurvum Kodama & Watanabe, 2004	Sulfuricurvum					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3223383		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.040Z		
2440900256	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Actinobacteria:Acidimicrobiia	Bacteria	Actinobacteriota	Acidimicrobiia						CLASS	Acidimicrobiia	Acidimicrobiia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10866681		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.388Z		
2440900148	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Deltaproteobacteria:Myxococcales:Polyangiaceae:Pajaroellobacter	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter			GENUS	Pajaroellobacter	Pajaroellobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10836321		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.210Z		
2440900139	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobacteraceae:Desulfatitalea	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea			GENUS	Desulfatitalea Higashioka et al., 2013	Desulfatitalea					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8048262		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.139Z		
2440900128	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae				FAMILY	Xanthomonadaceae	Xanthomonadaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													5611		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.890Z		
2440900122	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Novosphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium			GENUS	Novosphingobium Takeuchi, Hamana & Hiraishi, 2001	Novosphingobium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7512659		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.374Z		
2440900103	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Novosphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium			GENUS	Novosphingobium Takeuchi, Hamana & Hiraishi, 2001	Novosphingobium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7512659		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.472Z		
2440900086	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Cyanobacteria::Oscillatoriales:Oscillatoriaceae	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae				FAMILY	Oscillatoriaceae	Oscillatoriaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													2889		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.023Z		
2440900057	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Helicobacteraceae:Sulfuricurvum	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum			GENUS	Sulfuricurvum Kodama & Watanabe, 2004	Sulfuricurvum					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3223383		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.124Z		
2440900033	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae:Dechloromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas			GENUS	Dechloromonas Achenbach et al., 2001	Dechloromonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220302		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.463Z		
2440900032	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Verrucomicrobia:Spartobacteria:Chthoniobacterales:Chthoniobacteraceae:Candidatus_Udaeobacter	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae				FAMILY	Chthoniobacteraceae	Candidatus Udaeobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9890342		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.295Z		TAXON_MATCH_HIGHERRANK
2440899986	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					ORDER	Rhizobiales	Rhizobiales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													1221		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.307Z		
2440899968	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cytophagaceae:Ohtaekwangia	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ohtaekwangia			GENUS	Ohtaekwangia Yoon et al., 2011	Ohtaekwangia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7951037		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.480Z		
2440899956	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Gammaproteobacteria:Cellvibrionales:Halieaceae:Halioglobus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus			GENUS	Halioglobus Park et al., 2012	Halioglobus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7607398		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.229Z		
2440899936	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Ferritrophicales:Ferritrophicaceae:Ferritrophicum	Bacteria	Proteobacteria	Gammaproteobacteria						CLASS	Betaproteobacteria	Ferritrophicum					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													337		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.216Z		TAXON_MATCH_HIGHERRANK
2440899921	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae				FAMILY	Oxalobacteraceae	Oxalobacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8927		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.999Z		
2440899914	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodospirillales:Rhodospirillaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae				FAMILY	Rhodospirillaceae	Rhodospirillaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4730		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.147Z		
2440899913	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Propionivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio			GENUS	Propionivibrio Tanaka et al., 1991	Propionivibrio					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220297		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.401Z		
2440899896	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Microscillaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae				FAMILY	Microscillaceae	Microscillaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10240690		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.125Z		
2440899885	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Gemmatimonadetes:Gemmatimonadetes:Gemmatimonadales:Gemmatimonadaceae	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae				FAMILY	Gemmatimonadaceae	Gemmatimonadaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4721		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.338Z		
2440899875	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Sterolibacteriaceae:Sulfuritalea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea			GENUS	Sulfuritalea Kojima & Fukui, 2011	Sulfuritalea					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8158678		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.411Z		
2440899868	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae				FAMILY	Rikenellaceae	Rikenellaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3852		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.939Z		
2440899848	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia			GENUS	Lautropia Gerner-Smidt et al., 1995	Lautropia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3219911		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.286Z		
2440899772	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales					ORDER	Burkholderiales	Burkholderiales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													648		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.214Z		
2440899734	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Elusimicrobia:Elusimicrobia	Bacteria	Elusimicrobiota	Elusimicrobia						CLASS	Elusimicrobia	Elusimicrobia					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8343050		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.457Z		
2440899729	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfuromonadales:Geobacteraceae:Geobacter	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter			GENUS	Geobacter Lovley et al., 1995	Geobacter					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220513		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.474Z		
2440899727	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales					ORDER	Legionellales	Legionellales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													707		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.045Z		
2440899715	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Gammaproteobacteria:::Pseudohongiella	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella			GENUS	Pseudohongiella Wang et al., 2015	Pseudohongiella					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													7551082		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.013Z		
2440899693	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Hydrogenophilalia:Hydrogenophilales:Hydrogenophilaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae				FAMILY	Hydrogenophilaceae	Hydrogenophilaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													8928		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.429Z		
2440899688	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Spirochaetes:Spirochaetia:Spirochaetales:Spirochaetaceae	Bacteria	Spirochaetota			Spirochaetaceae				FAMILY	Spirochaetaceae	Spirochaetaceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													9542		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.312Z		
2440899558	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales					ORDER	Rhodobacterales	Rhodobacterales					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													1222		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.226Z		
2440899556	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364108_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Paludibacteraceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae				FAMILY	Paludibacteraceae	Paludibacteraceae					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													10820138		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.444Z		
2440899538	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales::Aquabacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium			GENUS	Aquabacterium Kalmbach et al., 1999	Aquabacterium					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220021		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.345Z		
2440899497	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364109_Bacteria::Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Arenimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas			GENUS	Arenimonas Kwon et al., 2007	Arenimonas					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													4889775		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.198Z		
2440899495	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364105_Bacteria::Proteobacteria:Deltaproteobacteria:Syntrophobacterales:Syntrophobacteraceae:Desulforhabdus	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus			GENUS	Desulforhabdus Oude Elferink et al., 1997	Desulforhabdus					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3220391		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:04.929Z		
2440899493	1ed81a8b-4f1a-4037-a347-84f01cae6e01	MGYA00364110_Bacteria::Acidobacteria:Holophagae:Holophagales:Holophagaceae:Geothrix	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix			GENUS	Geothrix Coates et al., 1999	Geothrix					PRESENT		ab733144-7043-4e88-bd4f-fca7bf858880													3229014		MATERIAL_SAMPLE							CC_BY_4_0					2023-04-07T16:53:05.079Z		
